,Unnamed: 0,Name of NGOs,Address,City,Pin Code,State,Mobile No(s).,Email,Website,Name of Contact Person,Purpose,About
181,181,"Vaatsalya Foundation Trust, Ahmedabad"," 6, White House, Nr.Pruthvi Hotel, L.G Corner, Maninagar",Ahmedabad, 380008,Gujarat, 91-9898005953  91-79-30421050, raval_vipulm@yahoo.co.in,, Vipul Raval,"Purpose: Educaton, health, rural development, child development."," Education, health, nrm, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care."
182,182,"Vaishvik Kalyan Vikash Sansthan, Ahmedabad","Add : 413, Freeway Tread Center, Narol",Ahmedabad,Gujarat,382405,Mobile : 99780 84267 Tel : 079-25735199,Email : contact.vkvs@gmail.com,Website :,Contact Person : Mehul Panchal, Social Work,"Aim/Objective/Mission : We are manly work for rural development, animal health, cow protection, centre (goushala), education, e-learning, economics and finance, education, employment energy, environment fair trade food and nutrition, forest management forestry gender general – social welfare governance grants/aids group promotion health herbal medicine hiv/aids, human development, human rights, indigenous knowledge, industry information and communications technology, infrastructure installation of borewells, intellectual property irrigation, labour law legal awareness, library livelihood, local administration local self governance (panchayati raj), media medical relief mentally handicapped persons micro-enterprises minorities natural resource management ngo management old aged welfare orphanage peace physically disabled plantation pollution population poverty public administration rehabilitation research rural development sanitation science and technology self help groups sericulture sex workers welfare shelter home social awareness society and economy sustainable development traditional activist (guni) mobilisation right to information trade and industry welfare, traditional health trafficking of women training tribal development tribal issues urban development volunteers waste management water, wildlife, women development/welfare women’s issues, yoga youth and many more."
183,183,"Vatsalya Foundation Trust, Ahmedabad"," 6, White House, Nr. L.G. Corner, Maninagar",Ahmedabad, 380008,Gujarat," 91-94273 64152, 91-9898005953 ", Vftngo2010@yahoo.com, http://www.vftngo.com, Vipul Raval,"Purpose: Education, health, rural development."," Health, education, agriculture, trible zone developmemt."
184,184,"Vicky Artist Group Trust, Ahmedabad"," Sarvoday Comm. Center, Near G.P.O., B/h Rilef Cinema, Salapas Road",Ahmedabad, 380001,Gujarat, 91-97270 48605  91-79-30027981, vagt44@yahoo.com,, Vikram Rajput,Purpose:, Our ngo work only for rural area IEC activity information rural people.
185,185,"Vikas Center for Development, Ahmedabad"," Ishavashyam, Opp. Laajpatnagar, Eeshita Tower Road",Ahmedabad, 380009,Gujarat,  91-79-26404263, vikas-cfd@vsnl.net,, Rajesh shah,Purpose: Introduce to India," Poverty alleviation, organisation building, training and education. Social justice for the poor with emphasis on women, tribals and dalits. Equity of development opportunities for the poor and the marginalized."
186,186,"Vikram Sarabhai Centre for Development Interaction, Ahmedabad"," Nehru Foundation for Development, Thaltej Tekra",Ahmedabad, 380054,Gujarat,"  91-79-26856220, 91-79-26852360", mail@viksat.org, http://www.viksat.org, Shrinivas,"Purpose: Environment, Forestry, Rural Development, Sustainable Development, Training, Urban Development, Water, Women’s issues",
187,187,"Visamo Kids Foundation, Ahmedabad"," Opp. Inductotherm, Bopal",Ahmedabad, 380058,Gujarat,  91-2717-237651, Jaipal_nair2001@yahoo.com, http://www.visamokids.org, Jaipal Nair,Purpose: Awareness of our organization.," Visamo Kids is based on the belief that through we are making fundamental changes in the lives and thoughts of these children, with the anticipation that they will in turn upgrade their families and community. We want each child to be confident of herself / himself and to be able to stand as an equal in the society, with equal number of opportunities in life. We wish to see them as pilots, commandos, ceos, singers, dancers and be happy with whatever conscious choices they make in life. Empowering lives through education and environment that empowers them for a better tomorrow."
188,188,"Vishwmaya Foundation, Ahmedabad"," A-9/74, Goyal Intercity, Drive in Road",Ahmedabad, 380054,Gujarat, 91-94270 48044  91-79-40043531, vishwmaya@gmail.com,, A.K.Jha,"Purpose: Education, water, women empowerment, child development, rural development.", To maintain social responsibility.
189,189,"Vivaan Foundation, Ahmedabad"," 4 Sevakunj Society, Opp. Ayurvedic Garden, Fatehnagar, Paldi",Ahmedabad, 380007,Gujarat, 91-9824547877  91-79-26630766, nitasshah@yahoo.co.in,, Nita Shah,"Purpose: Education, health, nrm, water, women empowerment, child development, rural development, disability."," Education, health, nrm, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care, microfinance."
190,190,"Yashvi Foundation, Ahmedabad","Add : 64, Embassy Market, BH Sales India, Near Dinesh Hall, Ashram Road, Income Tax office",Ahmedabad,Gujrat,380009,Mobile : 99797 76335 Tel :,Email : yashvi_foundation@rediffmail.com,Website :,Contact Person : Maheshbhai Patel," Agriculture, Awareness Generation, Ayurveda, Rural Development Arrange Awareness Camp For Development Of Society.","Aim/Objective/Mission : Our aim is upliftment of people, awareness camps for villagers, provide justice to backward community."
191,191,"Yuva Woman Unstoppable, Ahmedabad"," 704, Shitiratna Appartment, Panchvati Cross Roads, Near Law Garden",Ahmedabad, 380006,Gujarat, 91-99091 80356  91-79-40301113, info@womanunstoppable.org, http://www.womanunstoppable.org, Naim Keruwala,Purpose: Education," Woman Unstoppable, an initiative of Yuva Unstoppable, is a program that aims at teaching basic spoken English and Values of Life to the girl child in municipal schools, women in slums and women and girls working as domestic help in various societies. It is a simple yet powerful platform where by dedicating just 24 hours of your life, you can change a girls/woman?s life. We believe in women empowering the society rather than women empowerment."
